,price,BEDS,ACRES,BATHS,1/2 BATHS,SQFT,$/SQFT,Neighborhood:,Type:,Built:,County:,Area:,Elementary School,Middle School,High School,School District,Architectural Style,Attached Garage YN,Carport Spaces,Carport YN,Construction Status,Covered Spaces,Exterior Features,Frontage Length,Garage YN,Horse Property YN,Lot Features,Lot Size Dimensions,Mobile Length,Mobile Width,Open Parking Spaces,Open Parking YN,Other Equipment,Parking Features,Parking Total,Patio And Porch Features,Pool Private YN,Roof,Spa YN,Topography,Vegetation,View,View YN,Waterfront YN,Above Grade Finished Area,Appliances,Basement,Basement Finished Percentage,Bathrooms One Quarter,Bathrooms Partial,Building Area Total,Cooling,Cooling YN,Fireplace YN,Fireplaces Total,Flooring,Heating,Heating YN,Interior Features,Laundry Features,Main Level Bedrooms,Master Bedroom Level,Rooms Total,Association Fee,Association YN,Capitalization Rate,Current Use,Exclusions,Inclusions,Irrigation Water Rights Acres,Lease Amount,Lease Considered YN,Listing Terms,New Construction YN,Number Of Pads,Number Of Units Leased,Power Production Solar Year Install,Property Attached YN,Property Condition,Property Sub Type,Senior Community YN,Sewer,Tax Annual Amount,Utilities,Water Source,Zoning,Construction Materials,Window Features,Cross Street,Other Parking,Association Amenities,Association Fee Frequency,Association Fee Includes,Zoning Description,Pool Features,Community Features,Fireplace Features,Door Features,Accessibility Features,RVParking Dimensions,Green Energy Generation,Power Production Type,Solar Ownership,Green Building Verification Type,Solar Finance Company
0,598000,0,0.52,0,0,,,Payson; Elk Rg; Salem; Wdhil,Vacant Land / Lots,,Utah,Payson; Elk Rg; Salem; Wdhil,,Diamond Fork,Payson,Nebo,,No,0,No,,0,,0.0,No,No,"View: Mountain
Terrain: Flat",0.0X0.0X0.0,0,0,0,No,,,0,,No,,No,Terrain: Flat,,,Yes,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,1,Yes,0,Commercial,,,0,0,No,"Cash
Conventional",No,0,0,0,No,Blt./Standing,Commercial,No,Sewer: Connected,0,"Natural Gas Connected
Electricity Connected
Sewer Connected",,Commercial,,,,,,Monthly,,,,,,,,,,,,,
0,1456000,0,1.29,0,0,,,Payson; Elk Rg; Salem; Wdhil,Vacant Land / Lots,,Utah,Payson; Elk Rg; Salem; Wdhil,,Diamond Fork,Payson,Nebo,,No,0,No,,0,,0.0,No,No,"View: Mountain
Terrain: Flat",0.0X0.0X0.0,0,0,0,No,,,0,,No,,No,Terrain: Flat,,,Yes,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,1,Yes,0,Commercial,,,0,0,No,"Cash
Conventional",No,0,0,0,No,Blt./Standing,Commercial,No,Sewer: Connected,0,"Natural Gas Connected
Electricity Connected
Sewer Connected",,Commercial,,,,,,Monthly,,,,,,,,,,,,,
0,79800,0,5.32,0,0,,,Sp Fork; Mapleton; Benjamin,Vacant Land / Lots,,Utah,Sp Fork; Mapleton; Benjamin,Brockbank,Spanish Fork Jr,Spanish Fork,Nebo,,No,0,No,,0,See Remarks,0.0,No,Yes,"Additional Land Available
Terrain: Grad Slope
View: Lake
View: Mountain
View: Valley
Horse Property",0.0X0.0X0.0,0,0,0,No,,,0,,No,,No,Terrain: Grad Slope,,Valley,Yes,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,0,No,0,Agricultural,,,0,0,No,"Cash
Seller Finance",No,0,0,0,No,Blt./Standing,Agriculture,No,,400,,,"See Remarks
Agricultural",,,10000,,,,,Ra-5,,,,,,,,,,,
0,350000,0,0.67,0,0,,,Hillcrest Phase 1,Vacant Land / Lots,,Utah,Sp Fork; Mapleton; Benjamin,Mapleton,Mapleton Jr,Maple Mountain,Nebo,,No,0,No,,0,,0.0,No,No,"Cul-De-Sac
Curb & Gutter
Terrain: Grad Slope
View: Mountain
View: Valley",0.0X0.0X0.0,0,0,0,No,,,0,,No,,No,Terrain: Grad Slope,,Valley,Yes,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,0,No,0,Residential,,,0,0,No,"Cash
Conventional",No,0,0,0,No,Blt./Standing,Residential,No,,1689,"Gas: Stubbed
Power: Stubbed
Sewer: Stubbed",,Single-Family,,,300,,,,,Res,,,,,,,,,,,
0,4600000,0,1261,0,0,,,Sp Fork; Mapleton; Benjamin,Vacant Land / Lots,,Utah,Sp Fork; Mapleton; Benjamin,Maple Ridge,Diamond Fork,Maple Mountain,Nebo,,No,0,No,,0,,0.0,No,No,"See Remarks
Additional Land Available
Terrain: Grad Slope
Terrain: Hilly
Terrain: Mountain
Terrain: Steep Slope
View: Mountain
Wooded
Terrain: Flat
Horse Property",0.0X0.0X0.0,0,0,0,No,,,0,,No,,No,"Terrain: Flat
Terrain: Grad Slope
Terrain: Hilly
Terrain: Mountain
Terrain: Steep Slope",,Trees/Woods,Yes,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,0,No,0,"Recreational
Agricultural",,,0,0,No,"Cash
Conventional",No,0,0,0,No,Blt./Standing,Recreational,No,None,49,"Natural Gas Not Available
Electricity Not Available
Sewer Not Available",,See Remarks,,,,,,,,,,,,,,,,,,,
0,316000,0,79,0,0,,,Sp Fork; Mapleton; Benjamin,Vacant Land / Lots,,Utah,Sp Fork; Mapleton; Benjamin,Maple Ridge,Diamond Fork,Maple Mountain,Nebo,,No,0,No,,0,,0.0,No,No,"See Remarks
Additional Land Available
Terrain: Grad Slope
Terrain: Hilly
Terrain: Mountain
Terrain: Steep Slope
View: Mountain
Wooded
Terrain: Flat
Horse Property",0.0X0.0X0.0,0,0,0,No,,,0,,No,,No,"Terrain: Flat
Terrain: Grad Slope
Terrain: Hilly
Terrain: Mountain
Terrain: Steep Slope",,Trees/Woods,Yes,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,0,No,0,"Recreational
Agricultural",,,0,0,No,"Cash
Conventional",No,0,0,0,No,Blt./Standing,Recreational,No,None,4,"Natural Gas Not Available
Electricity Not Available
Sewer Not Available",,See Remarks,,,,,,,,,,,,,,,,,,,
0,13939200,0,32,0,0,,,Springcreek Bsns Prk,Vacant Land / Lots,,Utah,Provo; Mamth; Springville,,,,Provo,,No,0,No,,0,,0.0,No,No,,0.0X0.0X0.0,0,0,0,No,,,0,,No,,No,,,,No,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,0,No,0,"Commercial
Industrial",,,0,0,No,"Cash
Conventional",No,0,0,0,No,Blt./Standing,Commercial,No,,1,,,"See Remarks
Commercial",,,1750,,,,,,,,,,,,,,,,
0,15918750,0,42.45,0,0,,,Alpine,Vacant Land / Lots,,Utah,Alpine,Westfield,Timberline,Lone Peak,Alpine,,No,0,No,,0,,0.0,No,No,,0.0X0.0X0.0,0,0,0,No,,,0,,No,,No,,,,No,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,0,No,0,Residential,,,0,0,No,,No,0,0,0,No,Blt./Standing,Residential,No,Sewer: Available,34885,"Natural Gas Available
Electricity Available
Sewer Available",,Single-Family,,,1200,,,,,,,,,,,,,,,,
0,101000,0,4.07,0,0,,,Upper Whittemore,Vacant Land / Lots,,Utah,Provo; Mamth; Springville,Hobble Creek,Springville Jr,Springville,Nebo,,No,0,No,,0,,100.0,No,No,"Terrain: Grad Slope
Terrain: Mountain
View: Mountain
View: Valley
Wooded
Excl. Mineral Rights
Excl. Oil/Gas Rights",100.0X787.0X172.0,0,0,0,No,,,0,,No,,No,"Terrain: Grad Slope
Terrain: Mountain",,"Valley
Trees/Woods",Yes,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,60,Yes,0,Recreational,,,0,0,No,"Cash
Conventional",No,0,0,0,No,Blt./Standing,Recreational,No,Septic Tank,786,"See Remarks
Natural Gas Not Available
Power: Not Connected
Sewer: Septic Tank",,"See Remarks
Single-Famil",,,,,,Monthly,,Ce2,,,,,,,,,,,
0,681900,3,0.24,2,1,4400,155,Lehi Lakeview,Single-Family Home,2021,Utah,Am Fork; Hlnd; Lehi; Saratog.,Belmont,Lehi,Skyridge,Alpine,Rambler/Ranch,Yes,0,No,To Be Built,2,"Double Pane Windows
Sliding Glass Doors",0.0,Yes,No,"Curb & Gutter
Road: Paved",0.0X0.0X0.0,0,0,2,No,,,4,,No,Asphalt,No,"Curb & Gutter
Road: Paved","See Remarks
Landscaping: Part",,No,No,2200,"Ceiling Fan
Portable Dishwasher
Microwave",See Remarks,0,0,1,4400,Central Air,Yes,No,0,"Carpet
Laminate
Tile","Forced Air
Gas: Central
>= 95% Efficiency",True,"Bath: Master
Bath: Sep. Tub/Shower
Closet: Walk-In
Disposal
Great Room
Range/Oven: Free Stdng.
Vaulted Ceilings",Electric Dryer Hookup,3,Floor: 1st,10,83,Yes,0,Single Family,,"Ceiling Fan
Dishwasher: Portable
Microwave
Range",0,0,No,"Cash
Conventional
Fha
Va Loan",Yes,0,0,0,No,,Single Family Residence,No,Sewer: Connected,1,"Natural Gas Connected
Electricity Connected
Sewer Connected
Water Connected",Culinary,Single-Family,"See Remarks
Asphalt
Stone",None,,,,Monthly,,Res,,,,,See Remarks,,,,,,
0,711900,4,0.17,2,1,4637,154,Lehi Lakeview,Single-Family Home,2020,Utah,Am Fork; Hlnd; Lehi; Saratog.,Belmont,Lehi,Skyridge,Alpine,Stories: 2,Yes,0,No,To Be Built,2,"Double Pane Windows
Sliding Glass Doors",0.0,Yes,No,"Curb & Gutter
Road: Paved",0.0X0.0X0.0,0,0,2,No,,,4,,No,Asphalt,No,"Curb & Gutter
Road: Paved","See Remarks
Landscaping: Part",,No,No,2789,"Ceiling Fan
Portable Dishwasher
Microwave",See Remarks,0,0,1,4637,Central Air,Yes,No,0,"Carpet
Laminate
Tile","Forced Air
Gas: Central
>= 95% Efficiency",True,"Bath: Master
Bath: Sep. Tub/Shower
Closet: Walk-In
Disposal
Great Room
Range/Oven: Free Stdng.
Vaulted Ceilings",Electric Dryer Hookup,1,Floor: 1st,11,83,Yes,0,Single Family,,"Ceiling Fan
Dishwasher: Portable
Microwave
Range",0,0,No,"Cash
Conventional
Fha
Va Loan",Yes,0,0,0,No,,Single Family Residence,No,Sewer: Connected,1,"Natural Gas Connected
Electricity Connected
Sewer Connected
Water Connected",Culinary,Single-Family,"See Remarks
Asphalt
Stone",None,,,,Monthly,,Res,,,,,See Remarks,,,,,,
0,674900,3,0.24,1,1,4917,137,Lehi Lakeview,Single-Family Home,2020,Utah,Am Fork; Hlnd; Lehi; Saratog.,Belmont,Lehi,Skyridge,Alpine,Stories: 2,Yes,0,No,To Be Built,2,"Double Pane Windows
Sliding Glass Doors",0.0,Yes,No,"Curb & Gutter
Road: Paved",0.0X0.0X0.0,0,0,2,No,,,4,,No,Asphalt,No,"Curb & Gutter
Road: Paved","See Remarks
Landscaping: Part",,No,No,2601,"Ceiling Fan
Portable Dishwasher
Microwave",See Remarks,0,0,1,4917,Central Air,Yes,No,0,"Carpet
Laminate
Tile","Forced Air
Gas: Central
>= 95% Efficiency",True,"Bath: Master
Bath: Sep. Tub/Shower
Closet: Walk-In
Disposal
Great Room
Range/Oven: Free Stdng.
Vaulted Ceilings",Electric Dryer Hookup,3,Floor: 1st,9,83,Yes,0,Single Family,,"Ceiling Fan
Dishwasher: Portable
Microwave
Range",0,0,No,"Cash
Conventional
Fha
Va Loan",Yes,0,0,0,No,,Single Family Residence,No,Sewer: Connected,1,"Natural Gas Connected
Electricity Connected
Sewer Connected
Water Connected",Culinary,Single-Family,"See Remarks
Asphalt
Stone",None,,,,Monthly,,Res,,,,,See Remarks,,,,,,
0,769900,5,0.22,3,1,5093,151,Lehi Lakeview,Single-Family Home,2021,Utah,Am Fork; Hlnd; Lehi; Saratog.,Belmont,Lehi,Skyridge,Alpine,Stories: 2,Yes,0,No,To Be Built,2,"Double Pane Windows
Sliding Glass Doors",0.0,Yes,No,"Curb & Gutter
Road: Paved",0.0X0.0X0.0,0,0,2,No,,,4,,No,Asphalt,No,"Curb & Gutter
Road: Paved","See Remarks
Landscaping: Part",,No,No,3316,"Ceiling Fan
Portable Dishwasher
Microwave",See Remarks,0,0,1,5093,Central Air,Yes,No,0,"Carpet
Laminate
Tile","Forced Air
Gas: Central
>= 95% Efficiency",True,"Bath: Master
Bath: Sep. Tub/Shower
Closet: Walk-In
Disposal
Great Room
Range/Oven: Free Stdng.
Vaulted Ceilings",Electric Dryer Hookup,1,Floor: 1st,13,83,Yes,0,Single Family,,"Ceiling Fan
Dishwasher: Portable
Microwave
Range",0,0,No,"Cash
Conventional
Fha
Va Loan",Yes,0,0,0,No,,Single Family Residence,No,Sewer: Connected,1,"Natural Gas Connected
Electricity Connected
Sewer Connected
Water Connected",Culinary,Single-Family,"See Remarks
Asphalt
Stone",None,4504,,,Monthly,,Res,,,,,See Remarks,,,,,,
0,284900,0,2.67,0,0,,,Am Fork; Hlnd; Lehi; Saratog.,Vacant Land / Lots,,Utah,Am Fork; Hlnd; Lehi; Saratog.,Hidden Hollow,Frontier,Cedar Valley High School,Alpine,,No,0,No,,0,,189.0,No,No,"View: Mountain
View: Valley
Terrain: Flat
Horse Property",189.0X662.0X189.0,0,0,0,No,,,0,,No,,No,Terrain: Flat,,Valley,Yes,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,0,No,0,"Residential
Agricultural",,,0,0,No,"Cash
Conventional
Usda Rural Development",No,0,0,0,No,Blt./Standing,Residential,No,Septic Tank,912,"Electricity Available
Sewer: Septic Tank",,"Single-Family
Agricultur",,,,,,,,Res,,,,,,,,,,,
0,769900,5,0.5,3,1,5093,151,Lehi Lakeview,Single-Family Home,2021,Utah,Am Fork; Hlnd; Lehi; Saratog.,Belmont,Lehi,Skyridge,Alpine,Stories: 2,Yes,0,No,To Be Built,2,"Double Pane Windows
Sliding Glass Doors",0.0,Yes,No,"Curb & Gutter
Road: Paved",0.0X0.0X0.0,0,0,2,No,,,4,,No,Asphalt,No,"Curb & Gutter
Road: Paved","See Remarks
Landscaping: Part",,No,No,3316,"Ceiling Fan
Portable Dishwasher
Microwave",See Remarks,0,0,1,5093,Central Air,Yes,No,0,"Carpet
Laminate
Tile","Forced Air
Gas: Central
>= 95% Efficiency",True,"Bath: Master
Bath: Sep. Tub/Shower
Closet: Walk-In
Disposal
Great Room
Range/Oven: Free Stdng.
Vaulted Ceilings",Electric Dryer Hookup,1,Floor: 1st,13,83,Yes,0,Single Family,,"Ceiling Fan
Dishwasher: Portable
Microwave
Range",0,0,No,"Cash
Conventional
Fha
Va Loan",Yes,0,0,0,No,,Single Family Residence,No,Sewer: Connected,1,"Natural Gas Connected
Electricity Connected
Sewer Connected
Water Connected",Culinary,Single-Family,"See Remarks
Asphalt
Stone",None,,,,Monthly,,Res,,,,,See Remarks,,,,,,
0,670900,3,0.19,2,1,4461,150,Lehi Lakeview,Single-Family Home,2020,Utah,Am Fork; Hlnd; Lehi; Saratog.,Belmont,Lehi,Skyridge,Alpine,Rambler/Ranch,Yes,0,No,To Be Built,2,"Double Pane Windows
Sliding Glass Doors",0.0,Yes,No,"Curb & Gutter
Road: Paved",0.0X0.0X0.0,0,0,2,No,,,4,,No,Asphalt,No,"Curb & Gutter
Road: Paved","See Remarks
Landscaping: Part",,No,No,2200,"Ceiling Fan
Portable Dishwasher
Microwave",See Remarks,0,0,1,4461,Central Air,Yes,No,0,"Carpet
Laminate
Tile","Forced Air
Gas: Central
>= 95% Efficiency",True,"Bath: Master
Bath: Sep. Tub/Shower
Closet: Walk-In
Disposal
Great Room
Range/Oven: Free Stdng.
Vaulted Ceilings",Electric Dryer Hookup,3,Floor: 1st,10,83,Yes,0,Single Family,,"Ceiling Fan
Dishwasher: Portable
Microwave
Range",0,0,No,"Cash
Conventional
Fha
Va Loan",Yes,0,0,0,No,,Single Family Residence,No,Sewer: Connected,1,"Natural Gas Connected
Electricity Connected
Sewer Connected
Water Connected",Culinary,Single-Family,"See Remarks
Asphalt
Stone",None,4324,,,Monthly,,Res,,,,,See Remarks,,,,,,
0,62000,3,N/A,2,0,1000,62,Pl Grove; Lindon; Orem,Manufactured Home,1985,Utah,Pl Grove; Lindon; Orem,Aspen,Orem,Mountain View,Alpine,Manufactured,No,1,Yes,Blt./Standing,1,Deck; Covered,0.0,Yes,No,,0.0X0.0X0.0,0,0,3,Yes,"Storage Sheds
Window Coverings",Parking: Uncovered,4,,No,,No,,"Fruit Trees
Mature Trees",,No,No,1000,"Range Hood
Refrigerator
Washer",None,0,0,0,1000,Evaporative Cooling,Yes,No,0,"Carpet
Tile",Gas: Central,True,Dishwasher Built-In,Gas Dryer Hookup,3,Floor: 1st,8,520,Yes,0,Residential,,"Range
Range Hood
Refrigerator
Storage Sheds
Washer
Window Coverings",0,0,No,"Cash
Conventional",No,0,0,0,No,Blt./Standing,Mobile Home,No,Sewer: Connected,0,"Natural Gas Connected
Sewer Connected
Water Connected",Culinary,Single-Family,,Blinds,,,"Pet Rules
Sewer Paid
Snow Removal
Trash
Water",Monthly,"Sewer
Trash
Water",,,,,,Single Level Living,,,,,,
0,592500,3,0.06,2,0,3970,149,Heritage Village,Single-Family Home,2021,Utah,Payson; Elk Rg; Salem; Wdhil,Wilson,Mt. Nebo,Payson,Nebo,Rambler/Ranch,Yes,0,No,To Be Built,2,"Double Pane Windows
Porch: Open",0.0,Yes,No,Sprinkler: Auto-Full,0.0X0.0X0.0,0,0,0,No,,,2,Porch: Open,Yes,"Asphalt
Pitched",Yes,Sprinkler: Auto-Full,Landscaping: Full,,No,No,1907,"Ceiling Fan
Microwave
Range Hood",Full,0,0,0,3970,Central Air,Yes,Yes,1,"Carpet
Tile
Vinyl","Forced Air
>= 95% Efficiency",True,"Bath: Master
Closet: Walk-In
Den/Office
Dishwasher Built-In
Disposal
Great Room
Vaulted Ceilings",,1,Floor: 1st,11,150,Yes,0,Single Family,,"Ceiling Fan
Microwave
Range
Range Hood",0,0,No,"Cash
Conventional
Fha
Va Loan",Yes,0,0,0,No,,Single Family Residence,Yes,Sewer: Connected,0,"Natural Gas Connected
Electricity Connected
Sewer Connected
Water Connected",Culinary,Single-Family,"Stone
Stucco",None,1130,,"Other
Clubhouse
Fitness Center
Pool
Snow Removal",Monthly,,,"Indoor
With Spa",Clubhouse,,,"See Remarks
Accessible Doors
Accessible Hallway(S)
Accessible Entrance
Single Level Living",,,,,,
0,543500,3,0.06,2,0,3668,148,Heritage Village,Single-Family Home,2021,Utah,Payson; Elk Rg; Salem; Wdhil,Wilson,Mt. Nebo,Payson,Nebo,Rambler/Ranch,Yes,0,No,To Be Built,2,"Double Pane Windows
Porch: Open",0.0,Yes,No,Sprinkler: Auto-Full,0.0X0.0X0.0,0,0,0,No,,,2,Porch: Open,Yes,"Asphalt
Pitched",Yes,Sprinkler: Auto-Full,Landscaping: Full,,No,No,1759,"Ceiling Fan
Microwave
Range Hood",Full,0,0,0,3668,Central Air,Yes,Yes,1,"Carpet
Tile
Vinyl","Forced Air
>= 95% Efficiency",True,"Bath: Master
Closet: Walk-In
Den/Office
Dishwasher Built-In
Disposal
Great Room
Vaulted Ceilings",,1,Floor: 1st,11,150,Yes,0,Single Family,,"Ceiling Fan
Microwave
Range
Range Hood",0,0,No,"Cash
Conventional
Fha
Va Loan",Yes,0,0,0,No,,Single Family Residence,Yes,Sewer: Connected,0,"Natural Gas Connected
Electricity Connected
Sewer Connected
Water Connected",Culinary,Single-Family,"Stone
Stucco",None,,,"Other
Clubhouse
Fitness Center
Pool
Snow Removal",Monthly,,,"Indoor
With Spa",Clubhouse,,,"See Remarks
Accessible Doors
Accessible Hallway(S)
Accessible Entrance
Single Level Living",,,,,,
0,1029000,4,0.75,2,1,6271,164,Am Fork; Hlnd; Lehi; Saratog.,Single-Family Home,2001,Utah,Am Fork; Hlnd; Lehi; Saratog.,Freedom,American Fork,American Fork,Alpine,Stories: 2,No,0,No,Blt./Standing,3,"Basement Entrance
Bay Box Windows
Deck; Covered
Double Pane Windows
Entry (Foyer)
Lighting
Patio: Covered",0.0,Yes,No,"Cul-De-Sac
Curb & Gutter
Fenced: Full
Road: Paved
Secluded
Sidewalks
Sprinkler: Auto-Full
Terrain: Grad Slope
View: Mountain
Drip Irrigation: Auto-Full",0.0X0.0X0.0,0,0,4,No,"Alarm System
Basketball Standard
Fireplace Equipment
Humidifier
Window Coverings
Workbench
Trampoline","Covered
Rv Parking",7,Covered,No,"Asphalt
Pitched",No,"Cul-De-Sac
Curb & Gutter
Fenced: Full
Road: Paved
Secluded Yard
Sidewalks
Sprinkler: Auto-Full
Terrain: Grad Slope
View: Mountain
Drip Irrigation: Auto-Full","Fruit Trees
Landscaping: Full
Mature Trees
Pines",Mountain(S),Yes,No,3526,"Ceiling Fan
Portable Dishwasher
Microwave
Refrigerator
Water Softener Owned","Daylight
Full
Walk-Out Access",0,0,1,6271,Central Air,Yes,Yes,1,"Carpet
Hardwood
Tile
Travertine
Concrete",Forced Air,True,"Alarm: Fire
Alarm: Security
Bath: Master
Bath: Sep. Tub/Shower
Closet: Walk-In
Den/Office
Disposal
French Doors
Gas Log
Great Room
Intercom
Jetted Tub
Oven: Double
Oven: Gas
Range: Gas
Range/Oven: Built-In
Vaulted Ceilings",Electric Dryer Hookup,4,Floor: 1st,14,0,No,0,Single Family,,"Alarm System
Basketball Standard
Ceiling Fan
Dishwasher: Portable
Fireplace Equipment
Humidifier
Microwave
Range
Refrigerator
Water Softener: Own
Window Coverings
Workbench
Trampoline",0,0,No,"Cash
Conventional",No,0,0,0,No,Blt./Standing,Single Family Residence,No,Sewer: Connected,4167,"Natural Gas Connected
Electricity Connected
Sewer Connected
Water Connected","Culinary
Irrigation: Pressure",,"Asphalt
Frame
Stone
Stucco","Blinds
Drapes
Plantation Shutters",6960,,,,,,,,Fireplace Equipment,French Doors,,,,,,,
0,25000000,6,18.77,8,3,21998,1136,Orem; Provo; Sundance,Single-Family Home,2003,Utah,Orem; Provo; Sundance,Vineyard,Lakeridge,Mountain View,Alpine,Stories: 2,Yes,50,Yes,Blt./Standing,61,"See Remarks
Deck; Covered
Double Pane Windows
Entry (Foyer)
Horse Property
Out Buildings
Lighting
Patio: Covered
Secured Building
Skylights",0.0,Yes,Yes,"Fenced: Full
Secluded
Sprinkler: Auto-Full
Terrain Flat
View: Mountain
View: Valley
Wooded
Drip Irrigation: Auto-Part
Private",0.0X0.0X0.0,0,0,0,Yes,"Alarm System
Basketball Standard","Parking: Uncovered
Rv Parking",61,Covered,Yes,Wood,No,"Fenced: Full
Secluded Yard
Sprinkler: Auto-Full
Terrain
Flat
View: Mountain
View: Valley
Wooded
Drip Irrigation: Auto-Part
Private","Fruit Trees
Landscaping: Full
Mature Trees
Pines
Stream
Waterfall","Mountain(S)
Valley",Yes,No,21998,"Gas Grill/Bbq
Microwave
Refrigerator",None,0,0,9,21998,Central Air,Yes,Yes,6,"Carpet
Hardwood
Marble","Forced Air
Gas: Radiant",True,"Alarm: Security
Bar: Wet
Bath: Master
Bath: Sep. Tub/Shower
Closet: Walk-In
Den/Office
Dishwasher Built-In
Disposal
Floor Drains
French Doors
Gas Log
Great Room
Kitchen: Second
Mother-In-Law Apt.
Oven: Double
Oven: Gas
Range: Gas
Range/Oven: Free Stdng.
Vaulted Ceilings
Granite Countertops
Theater Room",Electric Dryer Hookup,1,Floor: 2nd,35,0,No,0,Single Family,,"See Remarks
Alarm System
Basketball Standard
Gas Grill/Bbq
Microwave
Range
Refrigerator",0,0,No,"Cash
Conventional",No,0,0,0,No,Blt./Standing,Single Family Residence,No,Septic Tank,32704,"Natural Gas Connected
Electricity Connected
Sewer: Septic Tank
Water Connected","Culinary
Irrigation
Private
Rights: Owned
Well",Single-Family,"Cedar
Stone",Plantation Shutters,0,,,,,,"Heated
In Ground",,,French Doors,Accessible Elevator Installed,,,,,,
0,405000,0,0.23,0,0,,,Saratoga Springs No,Vacant Land / Lots,,Utah,Am Fork; Hlnd; Lehi; Saratog.,Saratoga Shores,Lake Mountain,Westlake,Alpine,,No,0,No,,0,,0.0,No,No,"Curb & Gutter
View: Lake
View: Mountain
Waterfront",0.0X0.0X0.0,0,0,0,No,,,0,,No,,No,,,,Yes,Yes,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,100,Yes,0,Residential,,,0,0,No,"Cash
Conventional",No,0,0,0,No,Blt./Standing,Residential,No,Sewer: Not Connected,2482,"Gas: Not Connected
Power: Not Connected
Sewer: Not Connected",,Single-Family,,,,,,Monthly,,R1,,,,,,,,,,,
0,170000,0,0.99,0,0,,,Cottages At Hobblecr,Vacant Land / Lots,,Utah,Provo; Mamth; Springville,Hobble Creek,Springville Jr,Springville,Nebo,,No,0,No,,0,,208.2,No,No,"Additional Land Available
Curb & Gutter
View: Mountain
Terrain: Flat",208.2X251.9X168.4,0,0,0,No,,,0,,No,,No,Terrain: Flat,,,Yes,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,120,Yes,0,Residential,,,0,0,No,"Cash
Conventional",No,0,0,0,No,Blt./Standing,Residential,No,"None
Septic Tank",1741,"Natural Gas Not Available
Sewer Not Available
Sewer: Septic Tank
Power: Stubbed",,Single-Family,,,,,,Monthly,,Res,,,,,,,,,,,
0,175000,0,0.94,0,0,,,Cottages At Hobblecr,Vacant Land / Lots,,Utah,Provo; Mamth; Springville,Hobble Creek,Springville Jr,Springville,Nebo,,No,0,No,,0,,210.5,No,No,"Additional Land Available
Curb & Gutter
View: Mountain
Terrain: Flat",210.5X201.2X205.2,0,0,0,No,,,0,,No,,No,Terrain: Flat,,,Yes,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,81,Yes,0,Residential,,,0,0,No,"Cash
Conventional",No,0,0,0,No,Blt./Standing,Residential,No,"None
Septic Tank",1679,"Natural Gas Not Available
Sewer Not Available
Sewer: Septic Tank
Power: Stubbed",,Single-Family,,,,,,Monthly,,Res,,,,,,,,,,,
0,1400000,0,5.1,0,0,,,Am Fork; Hlnd; Lehi; Saratog.,Vacant Land / Lots,,Utah,Am Fork; Hlnd; Lehi; Saratog.,Snow Springs,Willowcreek,Lehi,Alpine,,No,0,No,,0,,0.0,No,No,"Fenced: Part
Terrain: Flat
Horse Property",0.0X0.0X0.0,0,0,0,No,,,0,,No,,No,Terrain: Flat,,,Yes,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,0,No,0,"Residential
Multi-Family",,,0,0,No,Cash,No,0,0,0,No,Blt./Standing,Residential,No,Sewer: Available,1719,"Electricity Connected
Sewer Available
Gas: Stubbed
Power: Stubbed",,"See Remarks
Multi-Family",,,,,,,,,,,,,,,,,,,
0,5500000,0,25,0,0,,,Payson; Elk Rg; Salem; Wdhil,Vacant Land / Lots,,Utah,Payson; Elk Rg; Salem; Wdhil,Taylor,Mt. Nebo,Salem Hills,Nebo,,No,0,No,,0,Barn,0.0,No,Yes,"Fenced: Full
View: Mountain
Terrain: Flat
Horse Property",0.0X0.0X0.0,0,0,0,No,,,0,,No,,No,Terrain: Flat,,,Yes,No,0,,,0,0,0,0,,No,No,0,,,False,,,0,,0,0,No,0,"Commercial
Agricultural",,,0,0,No,Cash,No,0,0,0,No,Blt./Standing,Commercial,No,Septic Tank,5900,"Natural Gas Connected
Electricity Connected
Sewer: Septic Tank",,Commercial,,,,,,,,S-1,,,,,,,,,,,
